task,domain,arm,repeat,run,reward,private_passed,private_collected,run_record_present,session_present,status,model,effort,work_seconds,prepare_seconds,stage_usage_unknown,explicit_unknown_inflight,old_stage_input,old_stage_output,trial_path
083,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,1,3,1,1,infrastructure_failure,deepseek-flash,low,1798.0388227070216,81.05321816599462,0,0,6181356,51834,runs/deepseek-locked89-k1-v2/jobs/task-083-science/task_083__bdicnVc
084,Materials Science and Engineering,baseline,1,deepseek-locked89-k1-v2,0,5,7,1,1,completed,deepseek-flash,low,668.0056558329379,0,0,0,3232238,52680,runs/deepseek-locked89-k1-v2/jobs/task-084-baseline/task_084__n7WjXvY
084,Materials Science and Engineering,cbe,1,deepseek-locked89-k1-v2,1,7,7,1,1,completed,deepseek-flash,low,624.4022205839865,31.724971709074453,0,0,3321753,43260,runs/deepseek-locked89-k1-v2/jobs/task-084-science/task_084__t53Mf5R
085,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,3,10,1,1,timeout,deepseek-flash,low,1799.0880689580226,0,0,0,2519797,25064,runs/deepseek-locked89-k1-v2/jobs/task-085-baseline/task_085__FeNDr2J
085,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,3,10,1,0,infrastructure_failure,deepseek-flash,low,1798.157796875923,34.64623195899185,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-085-science/task_085__yzyKi2Z
086,Materials Science and Engineering,baseline,1,deepseek-locked89-k1-v2,0,3,4,1,1,completed,deepseek-flash,low,931.4196376670152,0,0,0,1054340,16832,runs/deepseek-locked89-k1-v2/jobs/task-086-baseline/task_086__VRDbmEu
086,Materials Science and Engineering,cbe,1,deepseek-locked89-k1-v2,0,3,4,1,1,completed,deepseek-flash,low,683.3293597920565,140.74330375005957,0,0,720608,11156,runs/deepseek-locked89-k1-v2/jobs/task-086-science/task_086__TdRQCbM
087,Biomedical Engineering,baseline,1,deepseek-locked89-k1-v2,1,5,5,1,1,timeout,deepseek-flash,low,1799.0311109580798,0,0,0,2437529,56738,runs/deepseek-locked89-k1-v2/jobs/task-087-baseline/task_087__gFzJWvi
087,Biomedical Engineering,cbe,1,deepseek-locked89-k1-v2,0,0,5,1,1,completed,deepseek-flash,low,853.3561018339824,62.88484158401843,0,0,2865980,48661,runs/deepseek-locked89-k1-v2/jobs/task-087-science/task_087__no9k4Mx
088,Atmospheric Science,baseline,1,deepseek-locked89-k1-v2,0,3,5,1,1,timeout,deepseek-flash,low,1799.9071333329193,0,0,0,1313037,20910,runs/deepseek-locked89-k1-v2/jobs/task-088-baseline/task_088__Af6GZix
088,Atmospheric Science,cbe,1,deepseek-locked89-k1-v2,0,3,5,1,1,infrastructure_failure,deepseek-flash,low,1796.634365376085,107.3505147920223,0,0,932494,17387,runs/deepseek-locked89-k1-v2/jobs/task-088-science/task_088__3ChiHhv
089,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,3,4,1,1,completed,deepseek-flash,low,968.8477705839323,0,0,0,2843863,61994,runs/deepseek-locked89-k1-v2/jobs/task-089-baseline/task_089__G4jZZjC
089,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,3,4,1,1,completed,deepseek-flash,low,655.0004219169496,46.97238808393013,0,0,1099767,22461,runs/deepseek-locked89-k1-v2/jobs/task-089-science/task_089__ixnQRCv
090,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,5,6,1,1,timeout,deepseek-flash,low,1799.4904541249853,0,0,0,3089332,72091,runs/deepseek-locked89-k1-v2/jobs/task-090-baseline/task_090__25piZQW
090,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,3,6,1,1,completed,deepseek-flash,low,807.5880095829489,84.31715954095125,0,0,1417344,37925,runs/deepseek-locked89-k1-v2/jobs/task-090-science/task_090__ARNd6ZN
092,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,8,9,1,1,completed,deepseek-flash,low,683.9082338749431,0,0,0,834950,24053,runs/deepseek-locked89-k1-v2/jobs/task-092-baseline/task_092__hG7r6dn
092,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,7,9,1,1,completed,deepseek-flash,low,1196.7237082500942,100.96061495901085,0,0,1696388,30877,runs/deepseek-locked89-k1-v2/jobs/task-092-science/task_092__MXz62GD
093,Biomedical Engineering,baseline,1,deepseek-locked89-k1-v2,1,4,4,1,1,completed,deepseek-flash,low,847.989414166892,0,0,0,942244,41629,runs/deepseek-locked89-k1-v2/jobs/task-093-baseline/task_093__xM3Ngkk
093,Biomedical Engineering,cbe,1,deepseek-locked89-k1-v2,0,2,4,1,1,completed,deepseek-flash,low,977.5397490840405,65.83185545902234,0,0,833323,31883,runs/deepseek-locked89-k1-v2/jobs/task-093-science/task_093__VBun7MS
094,Physics,baseline,1,deepseek-locked89-k1-v2,0,0,5,1,1,completed,deepseek-flash,low,375.6623937500408,0,0,0,699439,27157,runs/deepseek-locked89-k1-v2/jobs/task-094-baseline/task_094__J7jjbsw
094,Physics,cbe,1,deepseek-locked89-k1-v2,0,0,5,1,1,completed,deepseek-flash,low,359.0914209160255,59.921197499963455,0,0,568150,20222,runs/deepseek-locked89-k1-v2/jobs/task-094-science/task_094__MRfqoGh
095,Materials Science and Engineering,baseline,1,deepseek-locked89-k1-v2,0,2,8,1,1,completed,deepseek-flash,low,491.3393075830536,0,0,0,912288,51965,runs/deepseek-locked89-k1-v2/jobs/task-095-baseline/task_095__28javVT
095,Materials Science and Engineering,cbe,1,deepseek-locked89-k1-v2,0,0,8,1,1,completed,deepseek-flash,low,461.23563162598293,45.45519558398519,0,0,1267963,26032,runs/deepseek-locked89-k1-v2/jobs/task-095-science/task_095__MMkR93w
096,Atmospheric Science,baseline,1,deepseek-locked89-k1-v2,0,5,8,1,1,completed,deepseek-flash,low,1278.2075617919909,0,0,0,1602637,53008,runs/deepseek-locked89-k1-v2/jobs/task-096-baseline/task_096__284a3Vr
096,Atmospheric Science,cbe,1,deepseek-locked89-k1-v2,0,5,8,1,1,completed,deepseek-flash,low,1137.0453921658918,34.70637737493962,0,0,2607462,45480,runs/deepseek-locked89-k1-v2/jobs/task-096-science/task_096__CAYWmEi
097,Physics,baseline,1,deepseek-locked89-k1-v2,0,0,7,1,1,completed,deepseek-flash,low,760.6527224169113,0,1,1,0,0,runs/deepseek-locked89-k1-v2/jobs/task-097-baseline/task_097__ZUR7Kb4
097,Physics,cbe,1,deepseek-locked89-k1-v2,0,0,7,1,1,completed,deepseek-flash,low,840.844768458046,101.00215733307414,0,0,852437,22322,runs/deepseek-locked89-k1-v2/jobs/task-097-science/task_097__HzywBBf
098,Surveying and Mapping Science and Technology,baseline,1,deepseek-locked89-k1-v2,1,11,11,1,1,completed,deepseek-flash,low,1556.5841670419322,0,0,0,3768927,86005,runs/deepseek-locked89-k1-v2/jobs/task-098-baseline/task_098__u654tgN
098,Surveying and Mapping Science and Technology,cbe,1,deepseek-locked89-k1-v2,0,8,11,1,1,completed,deepseek-flash,low,1399.4789246249711,88.96789554192219,0,0,2458044,48240,runs/deepseek-locked89-k1-v2/jobs/task-098-science/task_098__5ALcPtY
100,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,7,8,1,1,timeout,deepseek-flash,low,1799.8724154579686,0,0,0,4856377,78284,runs/deepseek-locked89-k1-v2/jobs/task-100-baseline/task_100__sFwFbM8
100,Chemistry,cbe,1,deepseek-locked89-k1-v2,1,8,8,1,1,infrastructure_failure,deepseek-flash,low,1797.6419462499907,127.52222512499429,1,1,0,0,runs/deepseek-locked89-k1-v2/jobs/task-100-science/task_100__JHAetXe
101,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,3,10,1,1,timeout,deepseek-flash,low,1799.022717416985,0,0,0,8553055,72555,runs/deepseek-locked89-k1-v2/jobs/task-101-baseline/task_101__uodqdgF
101,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,3,10,1,1,infrastructure_failure,deepseek-flash,low,1796.5749977079686,497.3901197919622,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-101-science/task_101__DRMH3fr
102,Materials Science and Engineering,baseline,1,deepseek-locked89-k1-v2,0,3,4,1,1,timeout,deepseek-flash,low,1799.0111184170237,0,0,0,1606391,34152,runs/deepseek-locked89-k1-v2/jobs/task-102-baseline/task_102__6oUGatm
102,Materials Science and Engineering,cbe,1,deepseek-locked89-k1-v2,0,3,4,1,1,infrastructure_failure,deepseek-flash,low,1795.0684128339635,72.4554485839326,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-102-science/task_102__fm8pFfu
103,Mechanics,baseline,1,deepseek-locked89-k1-v2,0,2,4,1,1,completed,deepseek-flash,low,332.15471437503584,0,0,0,470080,10335,runs/deepseek-locked89-k1-v2/jobs/task-103-baseline/task_103__wYEhsTP
103,Mechanics,cbe,1,deepseek-locked89-k1-v2,1,4,4,1,1,completed,deepseek-flash,low,1108.4595461670542,88.74057500006165,0,0,2567152,41828,runs/deepseek-locked89-k1-v2/jobs/task-103-science/task_103__c7n8YcK
105,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,2,4,1,1,timeout,deepseek-flash,low,1799.0146445829887,0,0,0,562318,7368,runs/deepseek-locked89-k1-v2/jobs/task-105-baseline/task_105__th4EByq
105,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,2,4,1,1,infrastructure_failure,deepseek-flash,low,1796.1499286249746,76.19947700004559,0,0,2256094,22727,runs/deepseek-locked89-k1-v2/jobs/task-105-science/task_105__6xLoUTB
106,Chemistry,baseline,1,deepseek-locked89-k1-v2,1,37,37,1,1,timeout,deepseek-flash,low,1799.0076152080437,0,0,0,2809442,52744,runs/deepseek-locked89-k1-v2/jobs/task-106-baseline/task_106__WsCf4ao
106,Chemistry,cbe,1,deepseek-locked89-k1-v2,1,37,37,1,1,completed,deepseek-flash,low,1330.9304994590348,97.35817408410367,0,0,3238219,44750,runs/deepseek-locked89-k1-v2/jobs/task-106-science/task_106__BpfhohB
107,Mathematics,baseline,1,deepseek-locked89-k1-v2,0,0,3,1,1,timeout,deepseek-flash,low,1799.013240207918,0,0,0,2349033,51632,runs/deepseek-locked89-k1-v2/jobs/task-107-baseline/task_107__tTYF46V
107,Mathematics,cbe,1,deepseek-locked89-k1-v2,0,0,3,1,1,infrastructure_failure,deepseek-flash,low,1798.6831341240322,156.05131495802198,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-107-science/task_107__MMoo5LS
108,Mathematics,baseline,1,deepseek-locked89-k1-v2,1,23,23,1,1,timeout,deepseek-flash,low,1800.0220975000411,0,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-108-baseline/task_108__wSxNiJr
108,Mathematics,cbe,1,deepseek-locked89-k1-v2,1,23,23,1,1,infrastructure_failure,deepseek-flash,low,1798.7310740409885,133.2515062079765,0,0,5279514,85570,runs/deepseek-locked89-k1-v2/jobs/task-108-science/task_108__22LeoXs
109,Mechanics,baseline,1,deepseek-locked89-k1-v2,0,1,6,1,1,timeout,deepseek-flash,low,1798.9734873319976,0,1,1,0,0,runs/deepseek-locked89-k1-v2/jobs/task-109-baseline/task_109__geS8n7b
109,Mechanics,cbe,1,deepseek-locked89-k1-v2,0,1,6,1,1,completed,deepseek-flash,low,1285.1473935410613,307.5364032910438,0,0,1231648,12489,runs/deepseek-locked89-k1-v2/jobs/task-109-science/task_109__B7apxiZ
110,Civil Engineering,baseline,1,deepseek-locked89-k1-v2,0,4,10,1,1,completed,deepseek-flash,low,1197.204762874986,0,0,0,2823597,42965,runs/deepseek-locked89-k1-v2/jobs/task-110-baseline/task_110__AMgYzz7
110,Civil Engineering,cbe,1,deepseek-locked89-k1-v2,0,4,10,1,1,completed,deepseek-flash,low,1472.781365999952,308.46333258296363,0,0,3428955,38207,runs/deepseek-locked89-k1-v2/jobs/task-110-science/task_110__FAvrqKY
111,Mechanics,baseline,1,deepseek-locked89-k1-v2,0,6,10,1,1,completed,deepseek-flash,low,1489.103642999893,0,0,0,6526735,58473,runs/deepseek-locked89-k1-v2/jobs/task-111-baseline/task_111__D2eSPdi
111,Mechanics,cbe,1,deepseek-locked89-k1-v2,0,6,10,1,1,completed,deepseek-flash,low,1097.683868791908,331.50808391696773,0,0,2778982,29638,runs/deepseek-locked89-k1-v2/jobs/task-111-science/task_111__GQHwaVh
112,Civil Engineering,baseline,1,deepseek-locked89-k1-v2,1,5,5,1,1,completed,deepseek-flash,low,813.9143157500075,0,0,0,1038449,28540,runs/deepseek-locked89-k1-v2/jobs/task-112-baseline/task_112__NNg2UY3
112,Civil Engineering,cbe,1,deepseek-locked89-k1-v2,1,5,5,1,1,completed,deepseek-flash,low,808.294536291156,181.50999933306593,1,1,0,0,runs/deepseek-locked89-k1-v2/jobs/task-112-science/task_112__2JTQFAT
113,Electrical Engineering,baseline,1,deepseek-locked89-k1-v2,0,7,13,1,1,completed,deepseek-flash,low,497.21130666695535,0,0,0,952494,18192,runs/deepseek-locked89-k1-v2/jobs/task-113-baseline/task_113__UQcFEBc
113,Electrical Engineering,cbe,1,deepseek-locked89-k1-v2,0,7,13,1,1,completed,deepseek-flash,low,584.276092083077,69.63040854106657,0,0,1052110,16277,runs/deepseek-locked89-k1-v2/jobs/task-113-science/task_113__x2VzzHW
115,Civil Engineering,baseline,1,deepseek-locked89-k1-v2,1,97,97,1,1,completed,deepseek-flash,low,698.2758610830642,0,1,1,0,0,runs/deepseek-locked89-k1-v2/jobs/task-115-baseline/task_115__HataLDX
115,Civil Engineering,cbe,1,deepseek-locked89-k1-v2,1,97,97,1,1,completed,deepseek-flash,low,982.3374279169366,80.07672704197466,0,0,4477029,42161,runs/deepseek-locked89-k1-v2/jobs/task-115-science/task_115__4Ku9H7x
116,Civil Engineering,baseline,1,deepseek-locked89-k1-v2,0,85,93,1,1,completed,deepseek-flash,low,1132.089337375015,0,0,0,4949503,69021,runs/deepseek-locked89-k1-v2/jobs/task-116-baseline/task_116__CUhdjjF
116,Civil Engineering,cbe,1,deepseek-locked89-k1-v2,0,85,93,1,1,completed,deepseek-flash,low,1247.367386332946,74.62534237501677,0,0,5580369,62531,runs/deepseek-locked89-k1-v2/jobs/task-116-science/task_116__uMRTzuz
117,Civil Engineering,baseline,1,deepseek-locked89-k1-v2,0,2,6,1,1,completed,deepseek-flash,low,1051.596707791905,0,0,0,6319807,58755,runs/deepseek-locked89-k1-v2/jobs/task-117-baseline/task_117__ATe9JEq
117,Civil Engineering,cbe,1,deepseek-locked89-k1-v2,0,2,6,1,1,completed,deepseek-flash,low,912.1796837080037,89.9084454580443,0,0,5735012,36369,runs/deepseek-locked89-k1-v2/jobs/task-117-science/task_117__3PPMAaH
118,Chemistry,baseline,1,deepseek-locked89-k1-v2,0,5,9,1,1,timeout,deepseek-flash,low,1799.0034965000814,0,0,0,1222867,11730,runs/deepseek-locked89-k1-v2/jobs/task-118-baseline/task_118__t2fuvJ6
118,Chemistry,cbe,1,deepseek-locked89-k1-v2,0,5,9,1,1,infrastructure_failure,deepseek-flash,low,1798.2724230410531,62.750951625057496,1,0,0,0,runs/deepseek-locked89-k1-v2/jobs/task-118-science/task_118__w5zMcEf
003,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,3,6,1,1,completed,deepseek-flash,low,303.9169085000176,0,0,0,1520640,29697,runs/deepseek-locked89-k2-v2/jobs/task-003-baseline/task_003__c4F9ivj
003,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,3,6,1,1,completed,deepseek-flash,low,385.0003572499845,9.67170520790387,0,0,3752082,38496,runs/deepseek-locked89-k2-v2/jobs/task-003-science/task_003__CZTGUTx
007,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,937.0767218329711,0,0,0,3389040,69493,runs/deepseek-locked89-k2-v2/jobs/task-007-baseline/task_007__74Kt8nu
007,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,1700.9951424580067,8.051904499996454,0,0,9008472,127113,runs/deepseek-locked89-k2-v2/jobs/task-007-science/task_007__zAujKQW
011,Physics,baseline,2,deepseek-locked89-k2-v2,0,3,5,1,1,completed,deepseek-flash,low,522.5416842499981,0,0,0,3529351,74276,runs/deepseek-locked89-k2-v2/jobs/task-011-baseline/task_011__7bVGFCj
011,Physics,cbe,2,deepseek-locked89-k2-v2,0,3,5,1,1,completed,deepseek-flash,low,574.8477030420909,6.230130042065866,0,0,5912747,70265,runs/deepseek-locked89-k2-v2/jobs/task-011-science/task_011__H5VWEEB
012,Physics,baseline,2,deepseek-locked89-k2-v2,0,9,10,1,1,completed,deepseek-flash,low,194.20914345793426,0,0,0,787314,26598,runs/deepseek-locked89-k2-v2/jobs/task-012-baseline/task_012__8RjsH8Q
012,Physics,cbe,2,deepseek-locked89-k2-v2,0,8,10,1,1,completed,deepseek-flash,low,142.35219533287454,5.707452915958129,0,0,1061083,13435,runs/deepseek-locked89-k2-v2/jobs/task-012-science/task_012__j5hYinW
013,Physics,baseline,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,84.99501179205254,0,0,0,316883,9889,runs/deepseek-locked89-k2-v2/jobs/task-013-baseline/task_013__buBoQoM
013,Physics,cbe,2,deepseek-locked89-k2-v2,1,5,5,1,1,completed,deepseek-flash,low,112.66933229099959,7.003196666017175,0,0,970068,8355,runs/deepseek-locked89-k2-v2/jobs/task-013-science/task_013__iKH3Fop
015,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,1,31,31,1,1,completed,deepseek-flash,low,785.6435694169486,0,0,0,5676925,67929,runs/deepseek-locked89-k2-v2/jobs/task-015-baseline/task_015__mBcEweN
015,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,1,31,31,1,1,completed,deepseek-flash,low,1389.4651802489534,6.204697957960889,0,0,2866041,57342,runs/deepseek-locked89-k2-v2/jobs/task-015-science/task_015__VYpRvJW
017,Astronomy,baseline,2,deepseek-locked89-k2-v2,0,10,12,1,1,timeout,deepseek-flash,low,1799.029893458006,0,0,0,1543179,52116,runs/deepseek-locked89-k2-v2/jobs/task-017-baseline/task_017__mGqLptJ
017,Astronomy,cbe,2,deepseek-locked89-k2-v2,0,10,12,1,1,infrastructure_failure,deepseek-flash,low,1799.2949412919115,24.925287666963413,0,0,4306720,78198,runs/deepseek-locked89-k2-v2/jobs/task-017-science/task_017__5fVAcTY
018,Biology,baseline,2,deepseek-locked89-k2-v2,0,5,5,1,1,completed,deepseek-flash,low,554.5006847920595,0,0,0,1796100,31394,runs/deepseek-locked89-k2-v2/jobs/task-018-baseline/task_018__Be6gCzy
018,Biology,cbe,2,deepseek-locked89-k2-v2,0,0,5,1,1,completed,deepseek-flash,low,1725.6003047919367,244.0880608339794,0,0,1317172,15912,runs/deepseek-locked89-k2-v2/jobs/task-018-science/task_018__gwzdXg3
020,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,10,12,1,1,completed,deepseek-flash,low,354.67489341599867,0,0,0,1535695,51641,runs/deepseek-locked89-k2-v2/jobs/task-020-baseline/task_020__XDBrJ9D
020,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,1,12,12,1,1,completed,deepseek-flash,low,394.6205473750597,4.682973167044111,0,0,1468035,44174,runs/deepseek-locked89-k2-v2/jobs/task-020-science/task_020__iHTr7gd
021,Chemistry,baseline,2,deepseek-locked89-k2-v2,0,13,15,1,1,completed,deepseek-flash,low,350.02390029199887,0,0,0,1920260,45341,runs/deepseek-locked89-k2-v2/jobs/task-021-baseline/task_021__ZsEkJdq
021,Chemistry,cbe,2,deepseek-locked89-k2-v2,0,7,15,1,1,completed,deepseek-flash,low,1580.458050249028,9.576776916044764,0,0,6593219,64185,runs/deepseek-locked89-k2-v2/jobs/task-021-science/task_021__yaLHL5s
022,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,1,12,12,1,1,completed,deepseek-flash,low,1709.0135911250254,0,0,0,7597480,52412,runs/deepseek-locked89-k2-v2/jobs/task-022-baseline/task_022__MGv3gr9
022,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,11,12,1,1,infrastructure_failure,deepseek-flash,low,1799.3208093330031,16.58528087497689,1,1,0,0,runs/deepseek-locked89-k2-v2/jobs/task-022-science/task_022__HWUx6zE
023,Chemistry,baseline,2,deepseek-locked89-k2-v2,1,8,8,1,1,completed,deepseek-flash,low,623.0769048340153,0,0,0,2024294,46779,runs/deepseek-locked89-k2-v2/jobs/task-023-baseline/task_023__JnkDKuf
023,Chemistry,cbe,2,deepseek-locked89-k2-v2,1,8,8,1,1,completed,deepseek-flash,low,653.7712034168653,17.530202999943867,0,0,2495027,46107,runs/deepseek-locked89-k2-v2/jobs/task-023-science/task_023__XuEgznf
026,Atmospheric Science,baseline,2,deepseek-locked89-k2-v2,1,9,9,1,1,completed,deepseek-flash,low,572.3681577499956,0,0,0,2189916,42417,runs/deepseek-locked89-k2-v2/jobs/task-026-baseline/task_026__CaiooUM
026,Atmospheric Science,cbe,2,deepseek-locked89-k2-v2,1,9,9,1,1,completed,deepseek-flash,low,586.3657477919478,21.202628541970626,0,0,3598658,28726,runs/deepseek-locked89-k2-v2/jobs/task-026-science/task_026__H5WuWXc
029,Biology,baseline,2,deepseek-locked89-k2-v2,0,14,29,1,1,timeout,deepseek-flash,low,1799.0870872500818,0,0,0,13131300,171739,runs/deepseek-locked89-k2-v2/jobs/task-029-baseline/task_029__c5viqRr
029,Biology,cbe,2,deepseek-locked89-k2-v2,0,14,29,1,1,infrastructure_failure,deepseek-flash,low,1799.3334118340863,25.908160209073685,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-029-science/task_029__tdkeCwT
030,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,1,10,10,1,1,completed,deepseek-flash,low,251.7487092500087,0,0,0,736154,19156,runs/deepseek-locked89-k2-v2/jobs/task-030-baseline/task_030__bvVtPx2
030,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,1,10,10,1,1,completed,deepseek-flash,low,296.37607024994213,42.48467524989974,0,0,502613,14694,runs/deepseek-locked89-k2-v2/jobs/task-030-science/task_030__nbBKy87
031,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,1,41,41,1,1,completed,deepseek-flash,low,568.6036631671013,0,0,0,2180628,37116,runs/deepseek-locked89-k2-v2/jobs/task-031-baseline/task_031__ZkL4AFA
031,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,1,41,41,1,1,completed,deepseek-flash,low,663.5657102500554,56.46359904203564,0,0,2991233,41749,runs/deepseek-locked89-k2-v2/jobs/task-031-science/task_031__KLkF2Hx
032,Chemistry,baseline,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,622.1237373329932,0,0,0,2571124,53883,runs/deepseek-locked89-k2-v2/jobs/task-032-baseline/task_032__fvfib3Q
032,Chemistry,cbe,2,deepseek-locked89-k2-v2,1,6,6,1,1,completed,deepseek-flash,low,554.9932742088567,27.97557391691953,0,0,1603065,32936,runs/deepseek-locked89-k2-v2/jobs/task-032-science/task_032__zQSuQvo
033,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,5,10,1,1,timeout,deepseek-flash,low,1799.049358749995,0,0,0,290379,12036,runs/deepseek-locked89-k2-v2/jobs/task-033-baseline/task_033__BSGgwVP
033,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,6,10,1,1,infrastructure_failure,deepseek-flash,low,1799.3128017920535,52.65371720807161,0,0,3009209,35392,runs/deepseek-locked89-k2-v2/jobs/task-033-science/task_033__XXetJJn
034,Mathematics,baseline,2,deepseek-locked89-k2-v2,0,1,8,1,1,timeout,deepseek-flash,low,1799.1033121249638,0,0,0,1756806,36784,runs/deepseek-locked89-k2-v2/jobs/task-034-baseline/task_034__sLoCxZR
034,Mathematics,cbe,2,deepseek-locked89-k2-v2,0,1,8,1,1,infrastructure_failure,deepseek-flash,low,1799.3258813340217,36.46746641700156,0,0,1004508,35343,runs/deepseek-locked89-k2-v2/jobs/task-034-science/task_034__9GJ6vHr
035,Mathematics,baseline,2,deepseek-locked89-k2-v2,0,8,14,1,1,completed,deepseek-flash,low,1720.9285902919946,0,0,0,3641751,62685,runs/deepseek-locked89-k2-v2/jobs/task-035-baseline/task_035__eak8Mv4
035,Mathematics,cbe,2,deepseek-locked89-k2-v2,0,8,14,1,1,infrastructure_failure,deepseek-flash,low,1798.6176173329586,20.0571022919612,0,0,4473667,69189,runs/deepseek-locked89-k2-v2/jobs/task-035-science/task_035__7jY3yWg
036,Marine Science,baseline,2,deepseek-locked89-k2-v2,0,8,9,1,1,completed,deepseek-flash,low,1396.529376749997,0,0,0,8450081,79299,runs/deepseek-locked89-k2-v2/jobs/task-036-baseline/task_036__4QyUNJT
036,Marine Science,cbe,2,deepseek-locked89-k2-v2,0,6,9,1,1,completed,deepseek-flash,low,1664.8107246248983,27.417174082947895,0,0,9108431,92681,runs/deepseek-locked89-k2-v2/jobs/task-036-science/task_036__eFunwgn
037,Biomedical Engineering,baseline,2,deepseek-locked89-k2-v2,0,3,13,1,1,timeout,deepseek-flash,low,1799.7382554579526,0,0,0,4669591,97406,runs/deepseek-locked89-k2-v2/jobs/task-037-baseline/task_037__ko3irMU
037,Biomedical Engineering,cbe,2,deepseek-locked89-k2-v2,0,3,13,1,1,infrastructure_failure,deepseek-flash,low,1798.5442916251486,32.158744125044905,0,0,8633008,117630,runs/deepseek-locked89-k2-v2/jobs/task-037-science/task_037__H6M5Htm
038,Materials Science and Engineering,baseline,2,deepseek-locked89-k2-v2,0,4,15,1,1,timeout,deepseek-flash,low,1800.084249125095,0,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-038-baseline/task_038__NJJvJJT
038,Materials Science and Engineering,cbe,2,deepseek-locked89-k2-v2,0,4,15,1,1,infrastructure_failure,deepseek-flash,low,1792.49038987502,103.04964145796839,0,0,8823314,89416,runs/deepseek-locked89-k2-v2/jobs/task-038-science/task_038__RZb3HTF
039,Geography,baseline,2,deepseek-locked89-k2-v2,0,4,11,1,1,timeout,deepseek-flash,low,1799.0847744590137,0,0,0,977406,12556,runs/deepseek-locked89-k2-v2/jobs/task-039-baseline/task_039__Hn2A6TN
039,Geography,cbe,2,deepseek-locked89-k2-v2,0,4,11,1,1,infrastructure_failure,deepseek-flash,low,1799.2128987078322,79.46854783291928,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-039-science/task_039__s8cQmTV
040,Geophysics,baseline,2,deepseek-locked89-k2-v2,0,0,3,1,1,timeout,deepseek-flash,low,1799.0442149169976,0,0,0,950826,11429,runs/deepseek-locked89-k2-v2/jobs/task-040-baseline/task_040__QCVruTC
040,Geophysics,cbe,2,deepseek-locked89-k2-v2,0,0,3,1,1,infrastructure_failure,deepseek-flash,low,1798.993508417043,303.1646533750463,0,0,240459,8137,runs/deepseek-locked89-k2-v2/jobs/task-040-science/task_040__zE2qh4o
041,Geophysics,baseline,2,deepseek-locked89-k2-v2,0,8,24,1,1,timeout,deepseek-flash,low,1799.9981167080114,0,0,0,9445868,104701,runs/deepseek-locked89-k2-v2/jobs/task-041-baseline/task_041__5JuNoKE
041,Geophysics,cbe,2,deepseek-locked89-k2-v2,0,3,24,1,1,infrastructure_failure,deepseek-flash,low,1798.1689822919434,65.45633754204027,1,0,0,0,runs/deepseek-locked89-k2-v2/jobs/task-041-science/task_041__EndaEuq
042,Astronomy,baseline,2,deepseek-locked89-k2-v2,0,15,16,1,1,completed,deepseek-flash,low,1765.0998049159534,0,0,0,6215480,61000,runs/deepseek-locked89-k2-v2/jobs/task-042-baseline/task_042__Mzt7HSS
